residue,vh_ori,vv_ori,vv_soil,vh_soil,VVresidue,VHresidue,span,RVI_residue,ratio,product,NDVI_residue,SPAN_ori,RVI_ori,Ratio_ori,Product_ori,NDVI_ori,Entropy,Anisotropy,Alpha,g0,g1,g2,g3,DegreeOfPolarization,DegreeOfDepolarization,DegreeOfCircularity,DegreeOfEllipticity,CPR,LPR,RelativePhase,Alphas,ConformityCoefficient,PhasePhi,DpRVI
RC,-28.56080055,-18.80389977,-19.89909935,-30.30660057,-10.30389977,-15.55990028,18.66230011,0.918640971,0.662209988,160.3280029,-0.203217,34.19509888,0.382573009,0.658383012,537.0560303,-0.205993995,0.532290995,0.757956028,11.69470024,0.0154901,0.0122108,0.000485873,-0.000456288,0.790434003,0.209565997,0.038118001,0.0190983,1.06261003,0.118515998,0.668036997,0.804482996,-0.0294239,0.039444901,0.31427899
NC,-30.01910019,-17.29859924,-19.29859924,-29.69249916,-19.55249977,-38.1208992,42.84270096,0.054855701,0.512907028,745.3569946,-0.321958005,34.64659882,0.202954993,0.57625401,519.2890015,-0.268831015,0.467887998,0.800697982,10.97000027,0.0209672,0.0165508,-0.00165719,0.00358253,0.811430991,0.188568994,-0.210914999,-0.106693998,0.708564997,0.118355997,-2.00703001,0.679117978,0.170701995,-0.099543497,0.33574
RC,-26.90279961,-13.44799995,-19.30719948,-29.6989994,-2.432310104,-14.72879982,14.9282999,0.222608998,0.165140003,35.82500076,-0.716531992,30.07679939,0.172744006,0.499871999,361.7890015,-0.333447009,0.422894001,0.828047991,8.895620346,0.035988402,0.029536501,-0.00177219,0.000512477,0.823323011,0.176677004,-0.0200486,-0.0100308,0.971091986,0.098631099,-0.562261999,0.775370002,0.016363701,-0.058751199,0.260329008
RC,-27.61190033,-15.40550041,-19.30439949,-29.69689941,-6.558430195,-17.1814003,18.3906002,0.318915993,0.381716013,112.6829987,-0.447474986,31.61870003,0.227011994,0.557929993,425.3739929,-0.283753991,0.429185003,0.824339986,8.915690422,0.0308343,0.026070001,-0.00437312,0.000947452,0.858053029,0.141947001,-0.036249299,-0.018137399,0.940093994,0.083781801,-2.930999994,0.767265022,0.0311014,-0.166557997,0.248853996
NC,-27.30809975,-17.56469917,-19.30400085,-29.69659996,-22.07169914,-34.66270065,41.09339905,0.208776996,0.636757016,765.065979,-0.221928,32.46920013,0.383643001,0.64320302,479.6579895,-0.217134997,0.484322995,0.790210009,10.9321003,0.031808801,0.026511,-0.000979666,0.00252836,0.837445021,0.162554994,-0.094830297,-0.047522999,0.852907002,0.091100298,-1.940520048,0.737910986,0.079397596,-0.036960501,0.293448001
RC,-26.96319962,-16.58799934,-18.95599937,-29.38839912,-9.122670174,-16.40629959,18.77210045,0.629909992,0.556047022,149.6690063,-0.285308003,31.65719986,0.336066008,0.615208983,447.2669983,-0.238230005,0.53984499,0.752641022,13.17090034,0.029044099,0.023397399,0.00187301,0.00189157,0.810793996,0.189206004,-0.080849797,-0.040498499,0.877539992,0.107878998,-0.789897025,0.744924009,0.065376602,0.080450602,0.268281013
RC,-28.32780075,-16.4416008,-18.32089996,-28.74169922,-8.002440453,-16.90410042,18.70260048,0.456333995,0.47340101,135.2740021,-0.357403994,32.75350189,0.243322998,0.580404997,465.7539978,-0.265498996,0.432267994,0.822508991,11.85659981,0.0268541,0.019764399,-0.00218313,0.000271845,0.740743995,0.259256005,-0.0134099,-0.00670945,0.980759978,0.152250007,-1.199190021,0.778689981,0.00995188,-0.109504998,0.307722986
RC,-29.06360054,-12.98729992,-18.65640068,-29.09399986,-3.937619925,-22.77339935,23.11129951,0.051622599,0.172904,89.67310333,-0.705169022,31.83340073,0.0963476,0.446857989,377.4590149,-0.382304996,0.279065013,0.903430998,5.252099991,0.049017601,0.044790398,2.71E-05,0.00205968,0.914813995,0.085186303,-0.045816001,-0.0229207,0.919601023,0.045068599,-1.567669988,0.762481987,0.041915599,0.000712674,0.126656994
NC,-27.80990028,-14.96959972,-17.90730095,-28.34959984,-12.81099987,-29.1923008,31.87969971,0.089959197,0.438847989,373.9830017,-0.390000999,31.58289909,0.197701007,0.538281024,416.303009,-0.300152004,0.356754988,0.864877999,8.300189972,0.045189202,0.037964702,-0.00582903,-0.00113137,0.849364996,0.150635004,0.0286869,0.0143478,1.050259948,0.087741897,2.952670097,0.799745023,-0.024427,-0.154872999,0.220136002
NC,-30.65369987,-17.75919914,-18.45420074,-28.90699959,-19.47450066,-36.90230179,41.72570038,0.071038403,0.527729988,718.6519775,-0.30913201,35.42649841,0.195371002,0.579348981,544.3859863,-0.266344011,0.460987002,0.805020988,9.606550217,0.034834102,0.030200301,-0.00137769,-0.00259429,0.870944977,0.129054993,0.084120698,0.042147301,1.159479976,0.071493499,1.999480009,0.827516019,-0.073477499,-0.044206101,0.247232005
NC,-28.19000053,-16.35479927,-18.11450005,-28.56850052,-17.25499916,-32.70610046,36.97869873,0.110853001,0.52757901,564.3449707,-0.309262007,32.59069824,0.246020004,0.580161989,461.0409851,-0.265693009,0.597638011,0.709645987,14.59819984,0.016854201,0.0108709,0.00139181,-0.000754554,0.651575983,0.348423988,0.069833897,0.034969199,1.095270038,0.216271996,0.503125012,0.820349991,-0.045299102,0.127212003,0.481714994
TC,-26.60169983,-12.32199955,-18.38050079,-28.84670067,-1.201030016,-14.72859955,14.77750015,0.169997007,0.081544198,17.68950081,-0.849207997,29.31699944,0.143937007,0.463203996,327.7869873,-0.366863996,0.355872005,0.865343988,8.006549835,0.053993501,0.0455461,-0.00086396,-0.000186074,0.843719006,0.156280994,0.00391177,0.00195604,1.006850004,0.084891401,2.812429905,0.787353992,-0.00332496,-0.018995799,0.269428998
RC,-28.97019958,-15.48620033,-18.37680054,-28.84399986,-9.263030052,-23.54879951,25.30509949,0.143745005,0.393355012,218.1329956,-0.435384005,32.84960175,0.171641007,0.534557998,448.6390076,-0.303306013,0.50317502,0.777832985,12.07470036,0.0414255,0.0352365,-0.00189552,0.00209802,0.853708982,0.146291003,-0.059718098,-0.0298883,0.903003991,0.080588497,-2.306220055,0.755519986,0.0510571,-0.053823799,0.217346996
RC,-30.82019997,-18.16080093,-18.42569923,-28.88069916,-10.92870045,-21.21990013,23.86879921,0.342070013,0.515020013,231.904007,-0.320113987,35.77289963,0.205682993,0.589251995,559.7210083,-0.258453995,0.453492999,0.809660971,9.202850342,0.022812501,0.0173818,-0.000347013,0.00273698,0.772840023,0.227160007,-0.154734001,-0.077936701,0.787962973,0.135589004,-1.755920053,0.707651973,0.119336002,-0.0182405,0.311663985
NC,-30.50399971,-16.43160057,-18.4265995,-28.88139915,-12.70460033,-29.57509995,32.18840027,0.080570601,0.429571986,375.7409973,-0.399019986,34.64810181,0.150711,0.538671017,501.230011,-0.299822986,0.455632001,0.808342993,9.706979752,0.033099499,0.024558701,-0.00285471,-0.000329202,0.746568024,0.253432006,0.015933299,0.00797156,1.023569942,0.149412006,1.400840044,0.793367982,-0.0111236,-0.118810996,0.361196011
RC,-29.0666008,-15.35709953,-18.42580032,-28.88080025,-6.478579998,-18.97730064,20.05270004,0.213018999,0.341385007,122.9459991,-0.490996003,32.87409973,0.163307995,0.528342009,446.3779907,-0.308607996,0.333541989,0.876913011,7.811059952,0.038525,0.033083498,0.000596876,3.91E-05,0.85789001,0.142109007,-0.00248074,-0.00124031,0.996282995,0.076691501,0.133734003,0.784157991,0.00197608,0.0190745,0.211154997
NC,-27.91729927,-17.8682003,-18.7609005,-29.25860023,-18.9340992,-29.6427002,35.17369843,0.313176006,0.638742983,561.257019,-0.220448002,33.14590073,0.359910011,0.640038013,498.8309937,-0.219484001,0.533870995,0.756850004,14.3906002,0.0250987,0.019338399,-0.000130393,0.000206891,0.77157402,0.228425995,-0.00950792,-0.00475642,0.987384021,0.129642993,-0.700210989,0.780642986,0.0074012,-0.00562488,0.379474998
NC,-28.18670082,-16.5428009,-18.80260086,-29.28420067,-14.85099983,-28.38129997,32.0320015,0.169892997,0.523266017,421.4899902,-0.312967986,32.68259811,0.256390005,0.586901009,466.2860107,-0.260318011,0.523979008,0.763728023,12.00829983,0.0239358,0.0182453,0.00233363,-0.0039543,0.784712017,0.215287998,0.212124005,0.107330002,1.39933002,0.136251003,1.035930037,0.89230299,-0.166134,0.127875999,0.331804991
NC,-27.86370087,-17.77269936,-18.5590992,-29.04669952,-19.49480057,-30.6196003,36.2989006,0.286610007,0.63667798,596.9240112,-0.221988007,33.04930115,0.356763005,0.637842,495.2130127,-0.221119002,0.512784004,0.771377981,11.99339962,0.0264703,0.0190141,-0.00095316,-3.62E-05,0.71915102,0.28084901,-0.00326001,-0.00164523,1.00098002,0.165466994,1.056439996,0.783757985,0.00103267,-0.047724899,0.352889001
NC,-27.35960007,-15.85050011,-18.31389999,-28.80669975,-15.50979996,-29.91410065,33.69580078,0.140009001,0.518477976,463.9620056,-0.317108989,31.61940002,0.263938993,0.579339981,433.6640015,-0.266351998,0.507260025,0.775102019,12.42160034,0.029802,0.0206422,0.00553986,-0.00228312,0.72161901,0.27838099,0.106127001,0.053239498,1.166599989,0.181586996,0.391903013,0.838578999,-0.076602802,0.261938989,0.363218993
TC,-24.39039993,-15.2446003,-18.53840065,-29.03660011,-5.12364006,-8.89618969,10.26620007,1.182129979,0.575936019,45.58089828,-0.269086987,28.76259995,0.434096009,0.625023007,371.8210144,-0.230752006,0.526950002,0.761673987,12.2737999,0.0350677,0.026502401,0.00184856,0.000638232,0.757761002,0.242238998,-0.022279199,-0.0111436,0.96697998,0.139602005,-0.097675599,0.774255991,0.017132901,0.066668801,0.335653007
NC,-28.86330032,-16.2322998,-17.16959953,-27.65819931,-15.55000019,-30.88599968,34.57960129,0.113744996,0.503464997,480.2789917,-0.330260009,33.11460114,0.206959993,0.562385023,468.5159912,-0.280093998,0.493669987,0.784120977,10.2560997,0.028843001,0.0233799,0.000162804,0.00163612,0.810640991,0.189358994,-0.072365999,-0.036239799,0.890175998,0.106486998,-1.557090044,0.749176979,0.058344498,0.00810194,0.314043999
RC,-26.00419998,-16.37809944,-17.53210068,-28.01679993,-11.03460026,-17.3173008,20.53409958,0.762068987,0.637198985,191.0890045,-0.221598998,30.73209953,0.393114001,0.629823983,425.8989868,-0.227126002,0.61599201,0.695056021,16.34379959,0.0391667,0.023706101,-0.0124367,-0.00213132,0.692430973,0.307568997,0.074586399,0.0374045,1.109750032,0.243053004,2.997989893,0.822766006,-0.0508711,-0.471996993,0.334639996
NC,-26.38540077,-14.42399979,-17.87269974,-28.37409973,-14.00909996,-30.47200012,33.5379982,0.088324398,0.459739,426.8859863,-0.370108008,30.07060051,0.239397004,0.546666026,380.5820007,-0.293103993,0.44986099,0.811891019,8.681389809,0.027800901,0.0231899,-0.00112675,-0.00129382,0.836811006,0.163188994,0.056309,0.028188599,1.099629998,0.090543799,2.249500036,0.813575029,-0.047060501,-0.048311599,0.314698994
NC,-29.02669907,-15.51159954,-17.47179985,-27.95639992,-14.47900009,-32.44240189,35.52669907,0.062926397,0.446298003,469.7319946,-0.382840991,32.91139984,0.170465007,0.534390986,450.2520142,-0.303449005,0.460449994,0.805355012,10.09370041,0.037937399,0.029764401,-0.00175623,-0.00424912,0.793853998,0.206146002,0.139966995,0.070359103,1.251150012,0.120906003,1.979369998,0.855632007,-0.111109003,-0.058504902,0.26106301
RC,-24.00799942,-14.88910007,-17.08250046,-27.57259941,-9.281769753,-14.93449974,17.58379936,0.855593026,0.621499002,138.6179962,-0.233426005,28.25009918,0.436506987,0.620173991,357.4580078,-0.234435007,0.472831994,0.797572017,10.56610012,0.0535785,0.043574098,-0.00302882,0.00330132,0.818530977,0.181468993,-0.076046802,-0.038095701,0.883553982,0.102932997,-2.284620047,0.74732703,0.062088501,-0.068871498,0.261586994
RC,-29.05209923,-14.24020004,-17.50889969,-27.98800087,-5.229800224,-19.18880081,19.88870049,0.154543996,0.27254501,100.3529968,-0.571654022,32.35449982,0.127867997,0.490161985,413.7099915,-0.342135996,0.362547994,0.861804008,8.221179962,0.049638599,0.041449599,-0.00156038,-0.000496351,0.835860014,0.164140001,0.0127441,0.00637603,1.022169948,0.089917302,2.909699917,0.791773021,-0.0106561,-0.037859701,0.276832014
NC,-25.79240036,-16.7961998,-18.13829994,-28.6364994,-18.0435009,-26.8220005,32.32630157,0.467931986,0.672713995,483.9630127,-0.195662007,30.7791996,0.447618991,0.65121001,433.2149963,-0.211233005,0.592642009,0.713535011,15.13729954,0.049830101,0.0398161,-0.00108118,0.000935483,0.799964011,0.200036004,-0.0223315,-0.0111693,0.965050995,0.112028003,-0.391645998,0.774230003,0.0180072,-0.0296735,0.324366987
TC,-24.72030067,-16.1923008,-18.2730999,-28.80669975,-6.759009838,-9.30272007,11.49890041,1.430480003,0.726562023,62.87720108,-0.158371001,29.55139923,0.49229601,0.655021012,400.2780151,-0.208443999,0.669192016,0.649842978,16.98699951,0.030859301,0.020742301,0.00363783,-0.000628766,0.682707012,0.317292988,0.0247088,0.0123896,1.038519979,0.196966007,0.143765002,0.797775984,-0.0176431,0.175083995,0.476996005
TC,-24.82080078,-14.6697998,-17.5807991,-28.09679985,-4.163000107,-8.875920296,9.803700447,1.010100007,0.469022006,36.95040131,-0.361449987,28.83180046,0.352304012,0.591027975,364.1149902,-0.257048994,0.469855994,0.799457014,10.53919983,0.054526702,0.046849899,-0.000312723,-0.000723561,0.859403014,0.140597001,0.0154128,0.00770707,1.027080059,0.075722903,2.108030081,0.793105006,-0.0132985,-0.00668761,0.237691998
NC,-27.65509987,-17.19720078,-18.71940041,-29.27549934,-18.29269981,-30.34390068,35.43130112,0.234782994,0.602845013,555.0709839,-0.247782007,32.56600189,0.330247998,0.62184298,475.5889893,-0.233164996,0.576514006,0.72586,13.63070011,0.059995301,0.0305357,0.0151131,-0.0018824,0.567924976,0.432074994,0.055824999,0.027935499,1.065330029,0.326386005,0.124862999,0.813326001,-0.031617399,0.460343987,0.508741021
NC,-27.12540054,-17.25180054,-18.7220993,-29.27750015,-16.33819962,-25.86809921,30.59569931,0.401035011,0.631595016,422.6380005,-0.225795001,32.14670181,0.373373002,0.636002004,467.9620056,-0.222491995,0.616837978,0.694371998,15.1899004,0.026961301,0.020057701,-0.000753553,0.00192176,0.747538984,0.252460986,-0.094381697,-0.047306798,0.868143976,0.147214994,-1.969490051,0.738129973,0.070768997,-0.038332999,0.395404994
NC,-26.88380051,-17.35239983,-18.34390068,-28.88610077,-15.46140003,-23.43239975,28.07369995,0.550396979,0.659832001,362.2980042,-0.204941005,31.99760056,0.400923014,0.645461977,466.4989929,-0.215463996,0.633153975,0.680965006,15.81130028,0.035135601,0.0266496,-0.00540809,-0.000425876,0.773485005,0.226514995,0.0141349,0.00707155,1.024320006,0.138133004,1.026129961,0.792468011,-0.01133,-0.198416993,0.41247201
TC,-24.72949982,-14.14680004,-17.75510025,-28.31349945,-3.413919926,-8.999799728,9.62555027,0.865989029,0.379332989,30.72459984,-0.449975997,28.48999977,0.321653992,0.572063982,349.8439941,-0.272213012,0.531868994,0.758251011,12.16180038,0.055658799,0.0445114,-0.00455295,-0.00112336,0.804347992,0.195651993,0.0246673,0.0123377,1.041200042,0.111585997,2.914940119,0.797734976,-0.0200231,-0.100841001,0.356454998
TC,-23.60219955,-12.89949989,-18.64620018,-29.23380089,0.428885996,-4.670020103,4.689670086,0.944482982,-0.0918383,-2.002909899,-1.202250004,26.89719963,0.313573986,0.546540022,304.4570007,-0.29321,0.571932018,0.729297996,14.38510036,0.0515972,0.038623799,-0.000491785,0.000164037,0.74830699,0.25169301,-0.00440655,-0.0022033,0.993535995,0.144211993,-1.418079972,0.783195019,0.00324861,-0.0121074,0.345661998
TC,-21.88759995,-12.74120045,-18.64999962,-29.23660088,-0.309276998,-3.682600021,3.695559978,1.260100007,0.083983302,1.138939977,-0.845046997,25.32600021,0.434046,0.582120001,278.8739929,-0.264126986,0.579602003,0.723527014,13.11200047,0.048343901,0.039063498,0.00137232,0.00112206,0.808752,0.191248,-0.0294063,-0.0147098,0.954160988,0.106388003,-0.673336983,0.770690978,0.0236341,0.034657601,0.339011014
NC,-26.48430061,-14.42710018,-17.75040054,-28.33349991,-13.97350025,-30.45599937,33.50859833,0.087934703,0.458810002,425.5759888,-0.370979995,30.15889931,0.234483004,0.544743001,382.0920105,-0.294714004,0.522457004,0.764775991,10.75230026,0.041485101,0.031793501,-0.00308629,-0.00196219,0.772454023,0.227546006,0.058185399,0.029200001,1.10157001,0.132837996,0.850503981,0.814562023,-0.045846399,-0.098132297,0.330267996
NC,-27.9727993,-15.09440041,-17.76779938,-28.35610008,-13.97130013,-31.06889915,34.06570053,0.076543599,0.449687004,434.071991,-0.379608005,31.78549957,0.196059003,0.539608002,422.2309875,-0.299032003,0.454540014,0.809015989,10.08990002,0.057309698,0.044497501,0.000196992,0.000608634,0.776553988,0.223445997,-0.0153929,-0.00770279,0.977451026,0.126350001,1.708879948,0.77769798,0.0117295,0.00698597,0.341015995
TC,-21.26169968,-11.98760033,-17.31080055,-27.89209938,-1.29866004,-5.474750042,5.62665987,1.106250048,0.237207994,7.109809875,-0.616542995,24.40819931,0.422805011,0.563814998,254.8769989,-0.278923988,0.505712986,0.776138008,11.1406002,0.0522996,0.039886501,0.000362113,-0.00106589,0.761669993,0.238330007,0.0257129,0.0128598,1.040750027,0.135811001,0.995167017,0.798256993,-0.019697201,0.00685448,0.363106012
TC,-25.52739906,-15.58909988,-19.22769928,-29.64450073,-4.73499012,-9.813619614,10.89620018,0.947856009,0.482492,46.46730042,-0.349079996,29.9109993,0.368360013,0.610680997,397.9490051,-0.241711006,0.495649993,0.782818973,11.44019985,0.071968302,0.053094301,-0.0150749,-5.79E-05,0.76481998,0.235180005,-0.00596042,-0.00298391,0.993197978,0.152704999,1.587980032,0.782414973,0.0038011,-0.241407007,0.333056986
RC,-27.28310013,-15.22560024,-18.49430084,-28.92280006,-6.141290188,-15.74400043,16.89940071,0.395031005,0.390071988,96.68840027,-0.438775003,31.24399948,0.234465003,0.558061004,415.4030151,-0.283647001,0.426364988,0.826007009,9.829179764,0.035645001,0.029310901,0.000825526,0.00223433,0.826407015,0.173593,-0.076285303,-0.038212001,0.882004976,0.0971305,-1.329640031,0.747209013,0.063003004,0.029329,0.245085001
RC,-25.00639915,-15.57610035,-17.90589905,-28.41220093,-6.432370186,-10.70259953,12.48680019,1.088989973,0.601013005,68.84279633,-0.249209002,29.46080017,0.409393996,0.622886002,389.5029907,-0.232372001,0.52018702,0.766335011,11.19439983,0.037625801,0.0312417,-0.00108672,0.00327032,0.835687995,0.164312005,-0.104120001,-0.052216999,0.840467989,0.092733003,-1.870790005,0.733233988,0.086872198,-0.0349706,0.314684004
TC,-25.81809998,-14.49110031,-17.90600014,-28.41230011,-3.209180117,-9.610879898,10.13249969,0.745314002,0.333911002,30.84300041,-0.499350011,29.60689926,0.274462014,0.561275005,374.1319885,-0.281004995,0.503407001,0.777678013,10.8373003,0.046248998,0.035554301,-0.00530986,0.00148513,0.779003024,0.220997006,-0.041430499,-0.0207256,0.93799299,0.130833,-2.856519938,0.764675975,0.032023199,-0.150000006,0.330736995
RC,-26.92420006,-15.27029991,-18.5114994,-29.01110077,-8.92553997,-19.83440018,21.75020027,0.300123006,0.450002015,177.0330048,-0.379307985,30.9531002,0.255836993,0.567157984,411.1390076,-0.27619499,0.509925008,0.773308992,12.33300018,0.046225,0.037356399,-0.00160097,0.00234493,0.810639024,0.189361006,-0.062495999,-0.031279098,0.903563976,0.106188998,-2.102669954,0.754128993,0.0506754,-0.0419189,0.292127013
RC,-27.08090019,-14.98270035,-18.38220024,-28.92000008,-8.511260033,-20.26339912,21.97830009,0.250474006,0.420031011,172.4669952,-0.408419997,30.94919968,0.232406005,0.553258002,405.7449951,-0.287616014,0.515388012,0.769611001,14.53820038,0.0751632,0.0584253,-4.48E-06,-0.00938369,0.787959993,0.212040007,0.156990007,0.079080701,1.286309958,0.125328004,1.572370052,0.864283025,-0.123971999,-0.000161043,0.334482998
RC,-24.45219994,-14.8288002,-18.38619995,-28.7866993,-9.411720276,-17.23480034,19.6371994,0.566757023,0.54608798,162.2089996,-0.293586999,28.59729958,0.393343002,0.606442988,362.5979919,-0.244986996,0.520215988,0.766314983,11.0340004,0.038715798,0.030913901,0.00167759,0.00130482,0.799596012,0.200404003,-0.040982898,-0.020508001,0.936635017,0.112971,-0.717465997,0.764895976,0.032994501,0.054333001,0.331928015
TC,-28.09399986,-15.40240002,-19.3980999,-29.80920029,-8.245610237,-21.23390007,22.77869987,0.191397995,0.388323009,175.0859985,-0.440587014,32.03919983,0.204238996,0.548245013,432.7160034,-0.291785002,0.409613013,0.835756004,8.818120003,0.043654799,0.036828201,-0.0022958,-0.00137851,0.845942974,0.154056996,0.037344702,0.0186795,1.065389991,0.084847197,2.590889931,0.804075003,-0.031617999,-0.062510803,0.254296988
TC,-22.63050079,-15.11089993,-17.69140053,-28.25250053,-4.72551012,-5.117390156,6.965499878,1.909829974,0.923421979,24.18230057,-0.0398136,27.21170044,0.601610005,0.667723,341.9670105,-0.199239999,0.650893986,0.665915012,16.31480026,0.042399701,0.0289733,0.00295246,-0.00223486,0.689256012,0.310743988,0.076224998,0.038187899,1.112210035,0.188123003,0.639524996,0.823561013,-0.052785698,0.101484999,0.379081011
TC,-24.35300064,-14.34850025,-18.07789993,-28.64080048,-2.971100092,-7.316500187,7.896749973,1.075320005,0.406082988,21.73810005,-0.422392011,28.26569939,0.363294005,0.589188993,349.4299927,-0.258504003,0.571098983,0.729920983,13.96140003,0.037011798,0.0258848,-0.00363907,-0.00265549,0.710884988,0.289115012,0.101324998,0.050814599,1.155920029,0.176896006,2.477469921,0.836161971,-0.071985699,-0.139029995,0.38509199
RC,-25.24379921,-16.8383007,-20.63409996,-30.98670006,-8.313549995,-12.40579987,14.93379974,1.121770024,0.670135975,103.1360016,-0.197506994,30.34429932,0.504603982,0.667029023,425.0620117,-0.199739993,0.534529984,0.756388009,15.05239964,0.0250016,0.018273,0.00521252,-0.00267957,0.767802,0.232198,0.139239997,0.069968,1.239570022,0.155461997,0.474747986,0.855250001,-0.106890999,0.278239012,0.318304986
NC,-31.81749916,-18.64609909,-20.19190025,-30.6026001,-20.19729996,-38.73130035,43.68119812,0.055286199,0.521472991,782.2689819,-0.314516008,36.87860107,0.183860004,0.586034,593.2730103,-0.261007011,0.472952992,0.797495008,10.09869957,0.015693599,0.0134491,-0.00162749,-0.000110116,0.863362014,0.136638001,0.00784983,0.00392538,1.013790011,0.077170998,0.73428899,0.789322972,-0.00674769,-0.119383998,0.255863011
NC,-29.02899933,-16.58909988,-18.65559959,-29.15710068,-16.74880028,-33.20619965,37.19110107,0.088431798,0.504387975,556.164978,-0.329445004,33.43470001,0.215767995,0.571466029,481.5639954,-0.272697002,0.540535986,0.752152026,12.20960045,0.0265614,0.0192024,0.00392898,-0.00263859,0.744597018,0.255403012,0.138045996,0.069532201,1.230370045,0.162278995,0.613797009,0.854759991,-0.101600997,0.197812006,0.372429997
NC,-30.0965004,-17.76329994,-18.46349907,-28.95929909,-17.40530014,-32.10300064,36.51779938,0.131163999,0.542172015,558.7639771,-0.29687199,34.94760132,0.220841005,0.590213001,534.6140137,-0.257692993,0.496297002,0.782392025,10.09829998,0.021965099,0.0160574,-0.00221759,-0.000409088,0.738393009,0.261606991,0.0239003,0.0119619,1.037400007,0.155533999,0.541783988,0.797356009,-0.0177186,-0.136774004,0.33979401
NC,-26.03240013,-17.82500076,-18.60460091,-29.09690094,-20.39139938,-27.6243,34.33530045,0.636135995,0.738169014,563.2979736,-0.150636002,31.55019951,0.525056005,0.68472302,464.0280151,-0.187139004,0.654780984,0.662549019,16.89660072,0.031724501,0.026303001,0.000824765,-0.000871469,0.829559028,0.170441002,0.034953501,0.017487001,1.059739947,0.094148099,0.920816004,0.802882016,-0.028769201,0.027562501,0.307141006
NC,-27.69280052,-18.24279976,-18.46120071,-28.95759964,-19.55529976,-28.6364994,34.67649841,0.439891011,0.682880998,559.9949951,-0.188437998,33.16159821,0.407730013,0.658756971,505.1940002,-0.205722004,0.614785016,0.696030021,14.34399986,0.028920401,0.0223528,0.000637503,0.00318784,0.781377971,0.218621999,-0.139631003,-0.070224203,0.803755999,0.128267005,-1.40418005,0.715310991,0.109621003,0.027959799,0.355852008
TC,-22.67200089,-11.18280029,-18.00769997,-28.53899956,0.626374006,-7.570129871,7.596000195,0.526202977,-0.082742803,-4.741740227,-1.180410028,25.2798996,0.265065998,0.493239999,253.5359955,-0.339370012,0.599340022,0.708312988,14.60070038,0.075215898,0.054685902,-0.0113012,0.00192921,0.742744029,0.257256001,-0.034643602,-0.0173278,0.949965,0.158212006,-2.973309994,0.768072009,0.0256828,-0.203979999,0.423321992
TC,-22.89310074,-14.47200012,-18.04039955,-28.57299995,-3.823139906,-6.009409904,7.122459888,1.506960034,0.636192024,22.97480011,-0.222351,27.08379936,0.503012002,0.632153988,331.3089905,-0.225374997,0.643685997,0.672092021,16.18429947,0.053233299,0.039889898,-0.00508413,0.000738909,0.755955994,0.244044006,-0.0186035,-0.00931026,0.973206997,0.143626004,0.243068993,0.77609098,0.014119,-0.124208003,0.454447001
NC,-26.02039909,-17.93219948,-17.84250069,-28.35160065,-20.89850044,-27.54969978,34.57939911,0.711094022,0.758572996,575.7470093,-0.137286007,31.60099983,0.537711024,0.689161003,466.6040039,-0.184019998,0.628660977,0.684697986,18.0814991,0.0386068,0.029275101,-0.00227394,0.00222882,0.762444973,0.237554997,-0.077157497,-0.038648799,0.889680982,0.137982994,-2.332279921,0.746773005,0.058615599,-0.075964198,0.314397007
NC,-27.64119911,-16.41090012,-18.99209976,-29.52960014,-19.62630081,-35.81959915,40.84400177,0.093845703,0.547918975,703.0050049,-0.292057008,32.14580154,0.280214012,0.593711972,453.6180115,-0.254931986,0.55281502,0.743358016,12.86769962,0.0352856,0.0264492,0.00118461,-0.00367245,0.757390022,0.242609993,0.137247995,0.0689537,1.232169986,0.143249005,1.255480051,0.854242027,-0.103965998,0.045125298,0.350210011
TC,-22.31139946,-12.71450043,-18.02140045,-28.57859993,0.725327015,-2.098350048,2.220170021,1.371799946,-0.345665991,-1.521989942,-2.056540012,25.67989922,0.395509988,0.569867015,283.6789856,-0.273992985,0.61805898,0.693382978,14.5607996,0.043749101,0.0296716,-0.00316849,0.00176159,0.681976974,0.318022996,-0.05711,-0.028594799,0.925128996,0.193253994,-2.629410028,0.756816983,0.039220199,-0.104085997,0.458269
TC,-25.04459953,-13.56330013,-17.52389908,-28.02230072,-3.096649885,-10.5326004,10.97840023,0.611519992,0.294007003,32.61569977,-0.545587003,28.48150063,0.265522003,0.541566014,339.6870117,-0.297381997,0.485522002,0.789434016,10.68869972,0.041304499,0.027678801,-0.000696147,-0.00780315,0.695789993,0.304210007,0.270141006,0.137695998,1.465710044,0.198673993,1.67719996,0.922212005,-0.188313007,-0.0284876,0.425642014
TC,-23.14929962,-13.62010002,-17.53619957,-28.04730034,-4.074480057,-8.881560326,9.771570206,0.993818998,0.458757013,36.18769836,-0.371030003,26.85890007,0.40110001,0.588361025,315.2969971,-0.259160012,0.499440998,0.780314982,11.93610001,0.0529925,0.039498299,0.0025507,-0.00267227,0.751053989,0.248945996,0.070646599,0.0355094,1.118469954,0.146427006,0.428627998,0.820845008,-0.052371599,0.0645307,0.346251011
TC,-21.63150024,-14.9921999,-17.93939972,-28.44169998,-5.019100189,-4.404029846,6.677340031,2.141390085,1.139660001,22.10429955,0.065272503,26.31900024,0.712692976,0.693069994,324.3039856,-0.181286007,0.716212988,0.605678976,21.23040009,0.064762697,0.051703501,-0.00198647,0.00228217,0.798985004,0.201014996,-0.043762699,-0.0218975,0.932793975,0.112970002,-2.308890104,0.763505995,0.034945302,-0.039012901,0.351521999
