FID,VVresidue,VHresidue,span,ratio,product,rvi,B2,B3,B4,B8,B12,NDRI,NDTI,NDI7,STI
338,-349.858912,-666.7521878,752.9672889,0.524721056,233269.195,0.655857671,543.5,872,1251,1985,2854.5,-0.390062064,0.051897213,-0.179668352,1.10947597
339,3.808991922,-1.336857573,4.036781841,-2.849212959,-5.092079697,-0.540770599,1106,1656,2584,3904,2845,-0.048075151,0.176436529,0.156912133,1.428470969
340,-32.35633077,-68.62795009,75.87310244,0.471474534,2220.548653,0.679590422,586,943,1487,2288,2625,-0.276757479,0.131657422,-0.068593048,1.303238511
341,-12.89813278,-22.58294429,26.00675301,0.57114487,291.2778141,0.636478544,494,902,1522,2524,2294,-0.202306077,0.161702901,0.047737651,1.385789037
342,-3.343284421,-5.788203098,6.684373256,0.577603164,19.35160924,0.633872968,955,1421,2109,3552,2517.5,-0.088390782,0.193980396,0.170435235,1.481329679
343,-38.6283648,-78.54216936,87.52726967,0.491816881,3033.95557,0.670323558,709,1112,1636,2503,2830,-0.267353326,0.099299811,-0.061316334,1.220494747
344,-125.5710733,-152.7864553,197.767023,0.821873071,19185.55918,0.548885658,570.5,891,1298,2041,2604.5,-0.334791303,0.084452875,-0.121301547,1.184486628
345,-3.238915618,-12.40848874,12.82424139,0.261024182,40.19004797,0.793006205,1146,1690,2586,3841,3075,-0.086380497,0.158801809,0.110757664,1.377560973
346,-1.631905358,-12.04643012,12.15646305,0.135467964,19.65863387,0.880694156,732,1224,1958,3161,2572,-0.135540843,0.177880779,0.102738529,1.432737112
347,-46.8051821,-87.41237194,99.15466625,0.535452603,4091.351986,0.651273766,335,567.5,1023.5,2049,1979.5,-0.319378793,0.168821141,0.017606808,1.40622139
348,-0.285361229,-14.44694251,14.44976052,0.019752361,4.122597276,0.980630237,706,1092,1836,2886,2618,-0.175572515,0.153161898,0.048691861,1.361726522
349,-18.93185207,-52.17668486,55.5051481,0.362841221,987.8012792,0.733761193,847.5,1329,2004,3073,3256,-0.238027185,0.086997762,-0.028923612,1.190577388
350,-49.40158959,-109.205618,119.8598517,0.452372236,5394.93112,0.688528722,587.5,1065,1602,2535.5,2982.5,-0.30116865,0.087290794,-0.081025086,1.191279411
351,-50.8992237,-94.1398907,107.0189235,0.540676469,4791.647356,0.649065537,657,1011,1500,2309,2765,-0.296596557,0.093813255,-0.090299532,1.207050681
352,-0.999732629,-8.102881948,8.164322457,0.123379883,8.10071547,0.890170827,1005,1522,2282,3528,2671,-0.078538261,0.182180032,0.138248101,1.445526004
353,-25.87462146,-25.51271571,36.3372357,1.014185309,660.1318614,0.496478649,654,1073,1632,2672,2517,-0.213299111,0.122001544,0.02977198,1.277908444
354,-60.22021423,-91.28237559,109.3569673,0.659713486,5497.044214,0.602513632,596,1046,1587,2498,2899,-0.292465895,0.123308271,-0.074300505,1.281304359
355,-3.015674743,-24.23067537,24.41761502,0.1244569,73.07183573,0.889318212,883.5,1375,2102,3080.5,2926,-0.163881913,0.129296333,0.025716247,1.296992779
356,-14.91144115,-31.2469163,34.62254836,0.477213208,465.9365535,0.676950351,628,942,1516,2393,2401,-0.225938216,0.135553554,-0.001668753,1.313619375
357,-4.673911065,-5.391983304,7.135750038,0.866825953,25.20165043,0.535668576,1066,1616,2452,3683,2892,-0.082335331,0.163920209,0.120304182,1.392116189
358,-21.62385688,-34.8952534,41.05203888,0.619679033,754.5699655,0.617406276,696,1120,1816,2831,2547.5,-0.167641073,0.142182693,0.05270528,1.331499338
359,-29.44462291,-37.25818483,47.4885055,0.790286028,1097.053202,0.558569963,465,802,1234,2165,2120,-0.264162183,0.125953406,0.010501751,1.288207531
360,-32.32799217,-46.202228,56.38922726,0.699706347,1493.625265,0.588336922,559,948.5,1468,2306,2409.5,-0.242713124,0.100196406,-0.021949371,1.222707629
361,-7.235114525,-16.23045095,17.77004278,0.445774091,117.4291714,0.691670992,447,824,1470,2348,2171,-0.192529529,0.175778285,0.039167959,1.426531553
362,-4.689345704,-22.40998004,22.89535255,0.209252561,105.0881436,0.826957108,913.5,1440,2244,3515.5,2772,-0.105264701,0.171238437,0.118241481,1.41323936
363,1.229807283,-9.080361072,9.163262691,-0.135435945,-11.16709418,1.156652297,927.5,1492,2297,3604,2783,-0.095671371,0.16943945,0.12853381,1.408012986
364,-10.97426045,-23.88418064,26.28475751,0.459478205,262.1112189,0.685176385,668,1144,1952,3254,2677,-0.156621307,0.185827255,0.09728545,1.456481099
365,-24.08723491,-29.73265633,38.2652027,0.810127244,716.1774775,0.552447351,698,1062,1642,2566,2532,-0.213224724,0.137455285,0.006669282,1.318720341
366,-8.337554724,-2.008231712,8.57600218,4.151689605,16.7437418,0.194111074,1088,1638,2402,3492,2834,-0.082505733,0.141862229,0.104015179,1.330628037
367,-1.768764121,-4.650658445,4.975655785,0.380325526,8.225917798,0.724466788,652.5,1104,1807,2876.5,2310.5,-0.122281894,0.156519383,0.109117143,1.371128559
368,-41.01310379,-39.24129843,56.76226022,1.045151548,1609.407445,0.48896132,655,1040,1574,2469,2555,-0.237587795,0.126495734,-0.017117834,1.289628148
369,-7.944040651,-30.34667036,31.36922351,0.261776352,241.075183,0.792533478,763,1278,1908,3142,2708,-0.17331022,0.143715411,0.074188031,1.33567214
370,-13.06547635,-19.8495468,23.7636525,0.658225423,259.3437842,0.603054317,827,1271,2030,3079,2915.5,-0.179051712,0.139611781,0.027105113,1.324532032
371,3.07608944,-10.02923275,10.49036871,-0.30671234,-30.85081694,1.44240271,731.5,1234,2018,3351.5,2553,-0.117042243,0.178702652,0.135227025,1.435172081
372,-23.32634324,-52.59489893,57.53556884,0.443509612,1226.846665,0.692756038,763,1229,1682,2414,2851.5,-0.257968426,0.085544609,-0.083087623,1.187094092
373,-31.56416574,-75.59069073,81.91611004,0.417566838,2385.957091,0.705434109,549,993,1578,2376,2781,-0.276011795,0.11475303,-0.078565359,1.259261727
374,-0.539887011,-5.437792155,5.464527564,0.099284231,2.935793353,0.909682839,1115,1656,2496,3761,2743.5,-0.047243141,0.181897879,0.156419471,1.444683075
375,-6.14780279,-27.61950215,28.29544801,0.222589196,169.7992524,0.817936232,551,906.5,1505,2343,2077.5,-0.159568593,0.152735353,0.060483117,1.360537529
376,-9.11850783,-18.89185803,20.97735648,0.482668662,172.2655554,0.674459524,1072,1579,2381,3584,2829.5,-0.086077161,0.15474239,0.117640473,1.366142869
377,0.968556368,-4.10631715,4.218997746,-0.23586984,-3.977199627,1.308677568,711,1077,1936,3092,2098,-0.040231913,0.20770292,0.191486925,1.524306178
378,-38.40398744,-83.34336491,91.76591266,0.46079238,3200.717539,0.684559979,540,858,1366,2185,2539,-0.300384134,0.099645391,-0.074936494,1.221346974
379,3.398153895,-5.77987672,6.704806097,-0.587928439,-19.64091059,2.426762955,1042,1578,2418,3765,2773,-0.068390138,0.178795502,0.151721358,1.435448289
380,-14.33926103,-14.9460206,20.71226541,0.959403269,214.3148907,0.510359463,763,1253,1947,3124,2777,-0.175201431,0.147880659,0.05826547,1.347089052
381,-15.02021477,-20.58177061,25.47972004,0.72978244,309.1426149,0.578107383,1075,1600,2358,3602,3324,-0.170008913,0.138191551,0.04013861,1.320704103
382,-21.10225815,-41.90878235,46.92175761,0.503528305,884.369944,0.665102211,705,1102,1686,2499,2737,-0.237621531,0.105409384,-0.045454547,1.23565948
383,-2.422902925,-10.29853541,10.57971126,0.235266747,24.95235158,0.809541747,1073,1540,2258,3396,2746,-0.097651012,0.150035426,0.105734147,1.353049874
384,-10.78267438,-29.5962378,31.49925965,0.364325846,319.1265951,0.732962732,702,1160,1854,2807,2685,-0.183079973,0.154064268,0.02221413,1.364245772
385,-9.759118865,-15.80923399,18.57881268,0.617304979,154.2841937,0.618312571,766,1196,1848,2784,2556,-0.160762936,0.137797266,0.042696629,1.31964004
386,3.786135795,-0.725099183,3.85494398,-5.22154194,-2.745323972,-0.236880271,1206,1780,2642,4028,2761,-0.022024801,0.191863015,0.186625421,1.474828005
387,-29.38407486,-54.03052508,61.50383318,0.543842112,1587.636993,0.647734631,589,977.5,1472,2351,2580.5,-0.273535848,0.126215801,-0.046539001,1.288895369
388,-8.362794393,-9.558933438,12.70076921,0.874866893,79.93939496,0.533371198,818,1190,1858,2769,2523,-0.151791826,0.134773657,0.04648526,1.311533928
389,4.135784636,1.25352919,4.321579571,3.299312589,5.184326765,0.232595323,1058,1568,2340,3493,2545,-0.041965198,0.149682596,0.157005638,1.352062821
390,-37.17246666,-62.89131702,73.05552706,0.591058805,2337.825385,0.628512282,493,836,1480,2376,2473,-0.25120163,0.149148464,-0.020004125,1.350586295
391,1.324058279,-9.033126445,9.129649703,-0.146578074,-11.96038586,1.17175335,977,1584,2360,3522,2682,-0.063863546,0.180818573,0.135396525,1.441461563
392,-0.26965182,-6.599306674,6.604813448,0.040860629,1.779515058,0.96074342,813,1356,2090,3299,2620,-0.112526536,0.162537962,0.114715323,1.388167977
393,-74.33210982,-148.4447589,166.0153879,0.5007392,11034.21212,0.666338295,481,860,1350,2208,2665,-0.327521801,0.116818555,-0.093782067,1.264540315
394,-10.07996028,-40.10737775,41.3546533,0.251324341,404.2807746,0.799153319,680,1097,1635,2538,2607,-0.229319528,0.108604662,-0.013602912,1.243673444
395,-0.992379053,-11.90078761,11.94209203,0.083387679,11.81009234,0.923030619,906,1372,2178,3326,2758,-0.117506891,0.148831174,0.093359567,1.349710107
396,-4.993793976,-12.09472517,13.08511961,0.41289024,60.39856571,0.707769062,955,1537,2411,3785,2762,-0.067852616,0.200578898,0.156254277,1.501810431
397,-4.890741567,-10.38447304,11.47852923,0.470966755,50.78777393,0.679825018,1211,1721,2617,3771,3054.5,-0.07692308,0.136780798,0.104892299,1.316908717
398,-29.44806698,-44.39167679,53.27109551,0.663369107,1307.249072,0.601189475,645,969,1511,2238,2519,-0.250124067,0.116140351,-0.059070844,1.26280272
399,3.811522018,-3.571126923,5.223087937,-1.067316312,-13.6114289,-14.85524036,1021,1580,2424,3636,2696,-0.053125001,0.165454268,0.148452312,1.396513343
400,-1.014819123,-2.924021599,3.095118764,0.3470628,2.967353036,0.742355887,1360,1922,2823,4238,2786,0.006582657,0.191643476,0.206701532,1.474156141
401,-23.97818945,-65.09336723,69.36930177,0.368366094,1560.821092,0.730798581,581,979,1488,2323.5,2556,-0.264099211,0.109096147,-0.04764846,1.244912505
402,-10.98040906,-39.46403355,40.96314596,0.278238388,433.3312315,0.782326685,675,1088,1685,2577,2746.5,-0.240008578,0.115885787,-0.031256989,1.262151241
403,-2.73686403,-13.13130385,13.41348447,0.20842287,35.93859317,0.827524888,1150,1689,2594,3795.5,2961.5,-0.066164255,0.165421769,0.123418882,1.396420121
404,-12.26237356,-42.19180076,43.93761323,0.290634041,517.371622,0.774812974,661,1054,1638,2461,2615,-0.22972019,0.123218775,-0.03033885,1.281070709
405,-33.87354205,-31.24457673,46.08297327,1.084141493,1058.364484,0.479813872,541.5,901,1575,2481.5,2582.5,-0.242333278,0.129223824,-0.019964227,1.29680264
406,-7.353973613,-20.38524795,21.67116199,0.360749775,149.9125756,0.73488897,788,1200,1906,2997.5,2587.5,-0.15166384,0.170472547,0.073405683,1.411012053
407,-7.338222712,-19.22189641,20.5750046,0.381763722,141.0545568,0.723712733,863.5,1260,1878,2836,2721,-0.183301479,0.130808011,0.02069292,1.300989866
408,15.20015201,24.38113328,28.73124225,0.623439109,370.596932,0.61597629,125,311,607,946,1837,-0.503273308,0.193236709,-0.320158094,1.479041934
409,-43.50687588,-92.41567851,102.1445343,0.470773754,4020.717454,0.679914227,533.5,946.5,1425,2187.5,2601,-0.292126536,0.083590142,-0.086364537,1.182429552
410,-35.69685296,-116.0738481,121.438888,0.307535707,4143.471088,0.764797469,465.5,763.5,1177,1973.5,2240,-0.311102897,0.13588503,-0.063248634,1.314507365
411,-10.9770284,-21.91439597,24.50991439,0.500904903,240.5549468,0.66626473,550,850,1334,2165,2086,-0.21988304,0.154952407,0.018583862,1.366730571
412,-7.437383566,-12.25268152,14.33327872,0.60700048,91.12789218,0.62227735,836,1324,2168,3366,2870,-0.139341012,0.153017566,0.079538167,1.361324072
413,-9.822599633,-13.84439514,16.9750034,0.709500092,135.9879507,0.584966333,724,1250,2050,3221,2781.5,-0.15140225,0.156801805,0.073218867,1.371921778
414,-27.07563971,-45.42446261,52.8816799,0.596058559,1229.896384,0.626543428,658,1002,1554,2591,2533,-0.239540011,0.140481845,0.011319282,1.326885104
415,-4.648359084,-9.371021552,10.46055864,0.49603547,43.55987316,0.668433349,890,1468,2294,3497,2661.5,-0.074162468,0.188505039,0.135666087,1.464587212
416,-20.92633436,-54.59642085,58.46948468,0.383291323,1142.502958,0.72291352,725.5,1130,1726,2725,2875.5,-0.249809831,0.123389974,-0.02687289,1.281516194
417,-0.623584788,-15.93131581,15.94351534,0.039142077,9.934526191,0.962332315,878.5,1372,2118,3346,2675.5,-0.116333812,0.186808795,0.111198701,1.459447503
418,-5.008645626,-6.542430832,8.239534708,0.765563405,32.76871757,0.56639144,745,1230,1910,3016,2632,-0.158960804,0.157220617,0.067988671,1.373100281
419,-15.29238438,-30.31853933,33.9568969,0.504390539,463.6427573,0.664721011,662,1038,1548,2740,2486,-0.232523546,0.110076964,0.04860314,1.247385383
420,-8.826702854,-44.75359143,45.61572787,0.197228928,395.0266532,0.835262143,631,1017,1578,2495,2459,-0.218231365,0.138553157,0.007266855,1.32167542
421,-9.65921604,-22.40094079,24.3947249,0.431196892,216.3755266,0.698715883,758,1148,1824,2646,2558,-0.167503417,0.154100522,0.016910069,1.3643471
422,-8.324380748,-12.96950644,15.41114571,0.641842524,107.9631097,0.609071811,933,1478,2198,3294,2934,-0.143413872,0.146720961,0.057803467,1.343899131
423,-0.936999204,-12.01451204,12.05099444,0.077988952,11.25758822,0.927653292,1055,1614,2431,3702,2876,-0.083299816,0.151113465,0.125938877,1.356100678
424,-1.496160338,-6.845736535,7.007325058,0.218553596,10.24231949,0.820645069,1102,1670,2500,3702,2574,-0.014584155,0.17592445,0.179732308,1.426961899
425,0.217154143,-9.855833937,9.858225931,-0.022033056,-2.140235174,1.022529449,945.5,1509,2388,3518,2834.5,-0.085495301,0.162505671,0.107595854,1.388075948
426,-6.593794299,-16.76641466,18.01640319,0.393273961,110.5542894,0.717733933,839,1298,2045,3256,2677,-0.133841589,0.162652493,0.097589754,1.388494611
427,-1.218591752,-6.02147797,6.143546435,0.202374194,7.337723389,0.831687843,1238,1803,2711,4116,2778.5,-0.012300254,0.189469084,0.193994939,1.467518449
428,-67.02057564,-138.6334943,153.9837761,0.483437108,9291.296593,0.674110142,548,918,1330,2060,2680,-0.336658359,0.076180629,-0.130801693,1.164925337
429,2.921125198,-3.824010648,4.812071265,-0.763890446,-11.17041386,4.235322041,966,1549,2446,3772,2782,-0.064851217,0.170776561,0.150772661,1.411908984
430,-14.74819237,-41.98202313,44.49718468,0.3512978,619.1589532,0.740029326,568,983,1570,2508,2599,-0.246821776,0.145487428,-0.01781868,1.340515614
431,0.637653397,2.929848918,2.998435682,0.217640368,1.868228117,0.821260551,812,1286,2034,3226,2562,-0.114882506,0.164247274,0.114720114,1.39305234
432,-6.827833611,-7.256010286,9.963382814,0.940990068,49.54283091,0.515200988,1035.5,1501,2310,3371.5,2700,-0.07784687,0.168612823,0.110592611,1.405618787
433,0.45498322,-1.552135733,1.617447082,-0.293133655,-0.706195714,1.414694598,867,1333,2110,3355,2523,-0.088525064,0.185930833,0.141878843,1.456794143
434,-4.831701692,-28.59709006,29.00239475,0.168957809,138.1726084,0.855462868,692,1224,1836,2942,2637,-0.179074451,0.150587857,0.054669295,1.354569554
435,-60.39896474,-116.8470563,131.5342902,0.516906173,7057.441232,0.659236555,795,1240,1802,2853,3434,-0.311688304,0.056593407,-0.092412919,1.119976759
436,-0.078350921,-5.555287318,5.555839815,0.014103847,0.43526188,0.986092305,1057,1573,2404,3631,2741.5,-0.065591387,0.173623517,0.139583245,1.420206666
437,-6.462101094,-16.73502928,17.939341,0.386142204,108.143451,0.721426703,944.5,1478,2289,3476,2854.5,-0.109947801,0.145422772,0.098168135,1.340341091
438,-3.606726132,-20.67979889,20.99196407,0.174408182,74.58637106,0.851492705,1361,1908,2624,4026,3540.5,-0.148812115,0.11622671,0.064023919,1.263023853
439,2.125851937,-8.712672674,8.968272497,-0.243995387,-18.52185208,1.322743251,1064,1602,2360,3368,2658.5,-0.059486624,0.162344739,0.117719613,1.387618065
440,-42.17244271,-77.25980215,88.02040646,0.545852326,3258.23458,0.646892322,588,962,1516,2425,2610,-0.265147835,0.12941961,-0.036742799,1.297317982
441,-85.06445648,-147.6605002,170.4100498,0.576081324,12560.6602,0.634485026,514.5,867.5,1371,2228.5,2712,-0.328436702,0.11776232,-0.097864352,1.266963005
442,-52.19643815,-94.28595768,107.769708,0.553597157,4921.391159,0.643667501,643,1108,1630,2568,2963,-0.290224254,0.086902924,-0.071415655,1.190347672
443,-29.38785975,-55.63217596,62.91728938,0.528252926,1634.910585,0.65434195,771,1116,1700,2459,2870,-0.256017506,0.088599555,-0.077125162,1.194425106
444,-10.13312839,-47.80306551,48.86525722,0.211976539,484.3946004,0.82509848,638.5,1019.5,1546,2467,2512.5,-0.238331094,0.141930535,-0.009137494,1.330813646
445,-30.64063768,-29.27753585,42.379509,1.046557942,897.0823683,0.488625306,687,1062,1666,2580,2616,-0.221858948,0.099793531,-0.006928407,1.221712589
446,-3.430201867,-10.40263987,10.95359307,0.329743403,35.68315472,0.752024788,894,1434,2120,3172,2657,-0.112413652,0.143041447,0.088351347,1.333835125
447,-6.646238604,-51.8640435,52.28815827,0.128147328,344.700808,0.886409049,688,1080,1660,2531,2645,-0.228803724,0.131505504,-0.02202473,1.302835584
448,-15.53243948,-30.60543429,34.32126577,0.507505933,475.3770559,0.663347306,843,1384,2076,3188,3138,-0.203682393,0.111803003,0.007903889,1.251752734
449,-6.617038072,-4.870557975,8.216296479,1.358579059,32.22866755,0.423984092,1010,1609,2421,3723.5,2848,-0.081470408,0.177097708,0.131763086,1.430422306
450,-14.27836222,-28.64170267,32.00341793,0.49851653,408.9566052,0.66732664,890.5,1368,2099,3140,2932,-0.165574104,0.125297636,0.03425264,1.286492348
451,-8.302087384,-14.24798637,16.49029322,0.582684961,118.2880279,0.631837684,854,1332,2020,3160,3008.5,-0.196591735,0.134928569,0.024547879,1.311949134
452,-127.8375725,-213.6566723,248.981161,0.598331759,27313.35032,0.625652337,400,641.5,1010.5,1631.5,2136.5,-0.357838571,0.089399852,-0.134032756,1.196355939
453,-3.210282117,-8.394382091,8.987300037,0.382432213,26.94833471,0.723362774,1355,1851,2711,3971,2746,-0.005298039,0.184699357,0.183575436,1.453083277
454,-11.06697935,-18.53110309,21.5842492,0.59721104,205.0833352,0.62609134,1108,1722,2634,3784,3215.5,-0.099410258,0.124736331,0.081217378,1.285026073
455,-48.60209965,-98.51002983,109.8471213,0.493372093,4787.794286,0.669625477,517.5,873,1406,2296,2626,-0.302580684,0.123058096,-0.067048296,1.280653358
456,-9.270331437,-16.8246101,19.2095432,0.550998292,155.9697119,0.644746035,904,1412,2100,3133,2674,-0.120234601,0.13336575,0.079042532,1.307778597
457,-360.557086,-572.3348209,676.4381417,0.629975799,206359.3753,0.613506041,543,894,1292,1943,2941,-0.389559895,0.056009833,-0.204339653,1.118666172
458,-11.27850926,-32.45574923,34.35957551,0.347504203,366.0524682,0.742112713,795.5,1274,1885.5,2907.5,2813,-0.197404355,0.130784631,0.016520577,1.30092597
459,-28.81329951,-53.70721225,60.94809986,0.536488459,1547.481992,0.650834697,714.5,1155,1831,2782.5,3062,-0.252017736,0.095206328,-0.04749646,1.210448742
460,-58.66061702,-51.71695196,78.20301215,1.134262844,3033.748313,0.468545851,734.5,1142,1659,2477,3003,-0.288314939,0.061268818,-0.096004821,1.130535841
461,-0.623838295,-10.10986609,10.12909505,0.061705891,6.306921621,0.941880429,933,1476,2231,3332,2716,-0.098036967,0.171824709,0.101850778,1.414947748
462,-7.769121238,-12.18790523,14.45352132,0.637445163,94.68931334,0.610707474,777,1236,2040,3123,2565,-0.114006512,0.17351377,0.098101266,1.419883013
463,-12.68017074,-11.68833188,17.24540032,1.084857178,148.210044,0.479649163,862.5,1355,2087,3152,2836,-0.152143881,0.116854481,0.052769016,1.264632583
464,-24.43773239,-33.29782759,41.30312442,0.733913716,813.7233999,0.576729967,470,860.5,1445,2539,2255,-0.217440635,0.185925871,0.058456462,1.456779003
465,-7.818164106,-25.2299692,26.41353887,0.309876086,197.2520396,0.763430992,870.5,1412,2212,3454,2997.5,-0.150781661,0.154025719,0.070758365,1.364138842
466,-14.19070926,-29.97319441,33.16275942,0.473446676,425.3408874,0.678680821,786,1210,1865,2932,2787,-0.198192433,0.138086721,0.025351198,1.320420027
467,-6.694178239,-15.39220151,16.78487086,0.434907133,103.0381404,0.696909212,816.5,1326,1957,2887,2718.5,-0.162870735,0.144923478,0.030057361,1.338972926
468,-1.008867244,-1.282420591,1.631691052,0.786689835,1.293792127,0.559694235,1188,1770,2740,4233,2765,-0.004541326,0.196454525,0.209774226,1.488969207
469,-5.277374938,-16.14613358,16.98670998,0.326850692,85.20920071,0.753664301,814.5,1347,2061,3165,2733.5,-0.140264675,0.171855047,0.073154114,1.415036559
470,-17.96323756,-28.86927316,34.00165932,0.622226873,518.5856119,0.616436589,584,848.5,1381,2134,2098.5,-0.206346944,0.145385295,0.008323915,1.340239525
471,-49.40459126,-43.42470339,65.77627613,1.137707052,2145.379722,0.467790944,533,916,1454,2226,2498,-0.264170051,0.122739248,-0.057578325,1.279823899
472,-4.361729882,-14.33456098,14.98346843,0.304280674,62.52348298,0.766706139,830,1387,2158,3367,2738.5,-0.118556663,0.167627975,0.10293404,1.402772784
473,-34.0777729,-34.75689573,48.6758298,0.980460774,1184.437599,0.504933,576,1004,1538,2346,2409,-0.220673934,0.142246753,-0.013249211,1.331672907
474,-22.79598174,-73.37826617,76.83766478,0.310663946,1672.729616,0.762972082,520,820.5,1317,2267,2477.5,-0.305186957,0.170852229,-0.04423831,1.412115812
475,-36.76911305,-99.4233452,106.0045718,0.369823737,3655.708219,0.730020931,625,978,1468,2267,2780,-0.308851212,0.083717868,-0.101644538,1.182733774
476,-4.670954541,-4.661864341,6.599302649,1.001949907,21.77535641,0.499512998,1090,1682,2460,3652,2922,-0.085841693,0.16323024,0.111043505,1.390143752
477,-6.275891827,-6.273634966,8.87385564,1.000359737,39.37265441,0.499910082,896.5,1381,2102,3315,2668,-0.118658245,0.168912068,0.108139552,1.406484246
478,2.442662956,-7.395506981,7.788461069,-0.330290129,-18.06473094,1.493183905,844,1356,2204,3190,2520,-0.066892467,0.180754229,0.117338002,1.441269875
479,-24.40317287,-37.18637635,44.47855024,0.656239604,907.4655704,0.603777375,587,986,1554,2420,2456,-0.224937662,0.112396099,-0.007383101,1.253257275
480,1.288368709,0.204718145,1.304531889,6.293378203,0.263752452,0.137110674,535,921,1522,2583,1788,-0.080893874,0.127394974,0.180788368,1.291989684
481,-3.09001018,-20.98522626,21.21150358,0.147246932,64.84456276,0.871651928,874,1376,2110,3087,2772,-0.135600165,0.163422361,0.053763442,1.390692592
482,-15.35247723,-20.85670322,25.89788845,0.736093191,320.2020612,0.576005946,693,1070,1635,2651,2467,-0.202827886,0.130572692,0.035951544,1.300364852
483,-93.25827584,-180.8801644,203.5061176,0.515580446,16868.57226,0.659813211,404,770,1258,1974,2613,-0.350035578,0.106284447,-0.139304116,1.23784852
484,2.328989845,-13.81069031,14.00569029,-0.168636744,-32.16495749,1.202843634,875,1394,2232,3378,2844,-0.120567374,0.168785617,0.085824497,1.406118155
485,-0.351121824,-8.770501352,8.777527015,0.040034407,3.079514436,0.961506651,1105,1626,2572,3887,2765,-0.036164954,0.186345443,0.168666989,1.458046436
486,-10.0571462,-34.08326001,35.53610562,0.295075829,342.780329,0.772155558,675,1188,1720,2646,2689,-0.219777733,0.152537033,-0.008059981,1.359985113
487,-75.90429956,-164.6346412,181.2898998,0.461046952,12496.47713,0.684440701,289,609,944,1521,1955,-0.348740935,0.107713372,-0.124856159,1.24143219
488,-2.062171496,-7.585188537,7.860511206,0.271868192,15.64195959,0.786244995,1081,1482,2270,3339,2649.5,-0.077171832,0.157214552,0.11511258,1.373085022
489,-12.36441921,-14.60252772,19.13407114,0.846731432,180.5517743,0.541497254,941.5,1429,2085,3219,3030.5,-0.184832454,0.119424872,0.030162929,1.271242976
490,0.53436516,-9.749049681,9.763683517,-0.054812026,-5.209552495,1.057990608,874,1370,2177,3299,2565,-0.081822015,0.175373733,0.125170529,1.425341129
491,-102.4762034,-175.4144092,203.1540972,0.584194901,17975.80268,0.631235462,591,916,1332,2216,2784,-0.352769673,0.07906054,-0.113600001,1.171695352
492,-6.284134613,-16.21201619,17.38734646,0.387622029,101.8784921,0.72065734,994,1486,2299,3582,2648,-0.070549205,0.179738447,0.149855107,1.438247919
493,-16.98265128,-23.36868353,28.88781429,0.726726915,396.8622033,0.579130372,877,1328,2032,3100,2762,-0.15227367,0.128981397,0.057659503,1.296162248
494,-5.881391896,-14.18976045,15.36034089,0.414481408,83.45554212,0.706972884,1202,1636,2336,3454,3286,-0.168979004,0.117970742,0.024925817,1.267498493
495,-56.37767137,-118.8258751,131.521977,0.474456185,6699.126137,0.678216152,624,1010,1558,2409,3069,-0.326561481,0.078516737,-0.120481931,1.170413852
496,-10.41513475,-32.43153743,34.06287792,0.321142183,337.7788324,0.756920801,644.5,1072,1709,2732.5,2563.5,-0.200000152,0.13933146,0.031908046,1.323775291
497,2.598287638,-3.859433856,4.652561481,-0.673230255,-10.02791928,3.060258835,1075,1696,2603,3918,2938.5,-0.060543798,0.171787009,0.142852381,1.41483891
498,-11.80787315,-29.51495877,31.7892853,0.400064023,348.5088893,0.714253051,958.5,1425,1905,2671,2774,-0.185747519,0.081151955,-0.018939121,1.176638603
499,-15.4157826,-46.63417408,49.11611288,0.330568363,718.9022891,0.751558528,776,1172,1878,2792,2833,-0.202717051,0.119639531,-0.007288889,1.271796703
500,0.589876018,-12.07252794,12.08693032,-0.048861019,-7.121294713,1.051371062,1091,1652,2540,3746,2847,-0.056990277,0.171901822,0.136356205,1.415173054
501,-3.518691585,-3.17061976,4.736456495,1.109780375,11.15643307,0.473982985,1181,1804,2688,3940,2830.5,-0.025822178,0.169697866,0.163870424,1.40876174
502,-2.996666175,-13.16248369,13.49929573,0.227667228,39.44356966,0.814552981,977,1518,2320,3563,2774,-0.089124463,0.172434375,0.124506861,1.416726708
503,-9.581514536,-16.28857519,18.89770099,0.588235277,156.06922,0.629629637,689,1116,1842,3032,2717,-0.191928059,0.161160856,0.054792136,1.384247303
504,-0.030156912,-9.969503934,9.969549545,0.003024916,0.300649455,0.996984206,1064,1655,2482,3862,2865.5,-0.071718797,0.170381397,0.148115009,1.410746694
505,-10.06915115,-15.59578759,18.56384646,0.645632745,157.0363425,0.607668997,883,1306,2056,3141,2781,-0.149886295,0.164488509,0.060790274,1.393743277
506,-16.32234733,-45.06074788,47.92588051,0.362229836,735.4971779,0.734090513,913.5,1426,2090,3085,3223.5,-0.213324547,0.092291437,-0.021954525,1.203350425
507,-4.27941049,-12.01405559,12.75346564,0.356200324,51.41307551,0.737354196,747.5,1206,1882,3054,2539,-0.1486094,0.163770601,0.092071958,1.391688466
508,-7.084013113,-31.53016552,32.31616592,0.224674149,223.360106,0.816543732,869.5,1333,1997,2982,2859.5,-0.178209886,0.13504681,0.020658666,1.312267303
509,-3.630658456,-5.054256638,6.223117465,0.718336783,18.3502796,0.581958094,849,1352,2250,3509,2627,-0.077301584,0.191070065,0.143741861,1.472402096
510,-4.545845484,-9.477648808,10.51144795,0.479638524,43.08392704,0.675840743,1042,1634,2474,3635,2905,-0.080609135,0.165638879,0.111551486,1.397043586
